owner,farm_name,mill,in_country_partner,country_of_origin,altitude_low_meters,altitude_high_meters,altitude_mean_meters,number_of_bags,bag_weight,species,variety,processing_method,aroma,flavor,aftertaste,acidity,body,balance,uniformity,clean_cup,sweetness,moisture,category_one_defects,category_two_defects,color,total_cup_points
obed rendon ponce,"san fernando, chiapas","san fernando, chiapas",AMECAFE,Mexico,1650,1650,1650,100,1 kg,Arabica,Typica,Washed / Wet,7.25,7.42,7.33,7.33,7.17,7.33,10,10,10,0.13,5,16,None,81.08
diego manuel woolrich ramirez,cafetal sinai,cafetal sinai,AMECAFE,Mexico,1300,1300,1300,30,1 kg,Arabica,Typica,Washed / Wet,7.33,7.25,7.33,7.42,7.25,7.42,10,10,10,0.12,0,2,Green,81.08
gerardo hernandez valderrabano,NA,santa maria siltepec,AMECAFE,Mexico,1642,1642,1642,40,1 kg,Arabica,Typica,Washed / Wet,7.33,7.33,7.25,7.42,7.25,7.25,10,10,10,0.11,0,5,Green,81.08
balbino ramirez flores,el desmoronado,el desmoronado,AMECAFE,Mexico,1200,1200,1200,15,1 kg,Arabica,Typica,Washed / Wet,7.42,7.33,7.25,7.42,7.17,7.25,10,10,10,0.1,0,1,Green,81.08
kona pacific farmers cooperative,NA,NA,Specialty Coffee Association,United States (Hawaii),NA,NA,NA,2,100 lbs,Arabica,Hawaiian Kona,Washed / Wet,7.42,7.42,7.25,7.58,6.92,7.17,10,10,10,0.06,0,0,Blue-Green,81.08
bourbon specialty coffees,cachoeira da grama farm,dry mill,Brazil Specialty Coffee Association,Brazil,NA,NA,NA,300,59 kg,Arabica,Bourbon,Pulped natural / honey,7.25,7.25,7.17,7.5,7.33,7.17,10,10,10,0.11,0,9,Green,81
consejo salvadoreño del café,santa josefita,beneficio cuzcachapa,Salvadoran Coffee Council,El Salvador,1450,1450,1450,100,69 kg,Arabica,Bourbon,Washed / Wet,7.42,7.08,7.08,7.33,7.25,7.58,10,10,10,0,0,6,Green,81
bourbon specialty coffees,cachoeira da grama farm,dry mill,Brazil Specialty Coffee Association,Brazil,NA,NA,NA,300,59 kg,Arabica,Yellow Bourbon,Pulped natural / honey,7.33,7.17,7.17,7.67,7.33,7.17,10,10,10,0.11,0,3,Bluish-Green,81
juan luis alvarado romero,chapultepec,beneficio ixchel,Asociacion Nacional Del Café,Guatemala,3280,3280,3280,120,69 kg,Arabica,Bourbon,Washed / Wet,7.42,7.25,7.17,7.5,7.25,7.17,10,10,10,0.09,0,8,Green,81
racafe & cia s.c.a,NA,bachue,Almacafé,Colombia,1600,1600,1600,43,70 kg,Arabica,Caturra,Washed / Wet,7.67,7.5,7.42,5.25,7.67,7.75,10,10,10,0,0,4,Green,81
juan luis alvarado romero,el papaturro,beneficio ixchel,Asociacion Nacional Del Café,Guatemala,1219.2,1219.2,1219.2,250,69 kg,Arabica,Bourbon,Washed / Wet,7.5,7.25,7,7.25,7.5,7.25,10,10,10,0.11,0,1,Green,81
"lin, che-hao krude 林哲豪",jing jing café 晶晶坊青山咖啡教室,jing jing café 晶晶坊青山咖啡教室,Specialty Coffee Association,Taiwan,758,758,758,10,5 kg,Arabica,Typica,Washed / Wet,7.25,7.17,7.17,7.25,7.5,7.33,10,10,10,0.12,0,0,Bluish-Green,81
mayra yessenia torres,el cerron,NA,Instituto Hondureño del Café,Honduras,1350,1350,1350,275,18975 kg,Arabica,Caturra,Natural / Dry,7.42,7.25,7.25,7.33,7.25,7.17,10,10,10,0.12,0,1,Green,81
bourbon specialty coffees,NA,NA,Brazil Specialty Coffee Association,Brazil,NA,NA,NA,300,60 kg,Arabica,Mundo Novo,Natural / Dry,7.67,7.75,7.83,7.75,7.83,7.75,10,6.67,10,0.12,0,0,Green,81
mlimani ngarashi,rural cooperative society,rafiki (coffee) limited,Africa Fine Coffee Association,"Tanzania, United Republic Of",1525,1525,1525,1,60 kg,Arabica,Other,Washed / Wet,7.33,7.33,7.08,7.42,7.17,7.33,10,10,10,0.12,0,5,Green,81
kyagalanyi ltd,kapchorwa,kyagalanyi coffee ltd,Uganda Coffee Development Authority,Uganda,1700,1700,1700,320,60 kg,Arabica,SL14,Natural / Dry,7.33,6.92,7.17,7.33,7.42,7.42,10,10,10,0.12,0,3,Green,81
cqi taiwan icp cqi台灣合作夥伴,taiwan hao ka 台灣好咖莊園,taiwan hao ka 台灣好咖莊園,Blossom Valley International,Taiwan,1100,1100,1100,10,30 kg,Arabica,Typica,Semi-washed / Semi-pulped,7.5,6.92,7.33,7.33,7.33,7.33,10,10,10,0.11,0,0,Green,81
doi tung development project,doi tung development project,doi tung development project,Specialty Coffee Association,Thailand,800,800,800,2,1 kg,Arabica,NA,Washed / Wet,7.33,7.42,7.25,7.42,7.25,7.17,10,10,10,0,0,3,Green,81
alejandro garcia palacios,finca el gavilancillo,finca la fortuna,AMECAFE,Mexico,950,950,950,10,1 kg,Arabica,Other,Washed / Wet,7.08,7.33,7.33,7.33,7.42,7.25,10,10,10,0.12,0,12,Green,81
organizaciones de productores de cafe colimense,NA,organizacion union de ejidos adolfo lopez mateos,AMECAFE,Mexico,1100,1100,1100,200,1 kg,Arabica,Typica,Washed / Wet,7.58,7.67,7.5,7.67,7.58,7.5,8,10,10,0,0,8,Green,81
cqi taiwan icp cqi台灣合作夥伴,八杞莊園,non,Blossom Valley International,Taiwan,200,200,200,150,1 kg,Arabica,Other,Washed / Wet,7.33,7.17,7.25,7.33,7.33,7.25,10,10,10,0,0,0,Blue-Green,80.92
juan luis alvarado romero,la esperanza,beneficio ixchel,Asociacion Nacional Del Café,Guatemala,1901,1901,1901,25,69 kg,Arabica,Bourbon,Washed / Wet,7.67,7.67,7.33,7.58,7.67,7.5,9.33,9.33,9.33,0.1,0,2,Green,80.92
lydiah mwangi,thiririka/maara,ckcm/nkg,Kenya Coffee Traders Association,Kenya,1600,1600,1600,150,60 kg,Arabica,SL28,Washed / Wet,7.17,7.58,7.5,7.5,8,7.75,10,10,10,0.11,0,3,Green,80.92
grupo santab s.a de c.v.,finca monte azúl,cafetal la orduña,Centro Agroecológico del Café A.C.,Mexico,1100,1100,1100,240,69 kg,Arabica,Bourbon,Washed / Wet,7.5,7.33,7.17,7.42,7.5,7.33,9.33,10,10,0.11,0,11,Green,80.92
min hlaing,sithar coffee farm,local made,Coffee Quality Institute,Myanmar,1066.8,1066.8,1066.8,2,2 kg,Arabica,Other,Other,7.17,7.42,7,7.58,7.33,7,10,10,10,0,0,5,NA,80.92
eileen koyanagi,NA,NA,Specialty Coffee Association,United States (Hawaii),NA,NA,NA,7,100 lbs,Arabica,Hawaiian Kona,Natural / Dry,7.42,7.08,7.17,7.17,7.58,7.25,10,10,10,0.1,2,5,Bluish-Green,80.92
karatu estate,karatu estate,karatu estate,Africa Fine Coffee Association,"Tanzania, United Republic Of",1700,1700,1700,250,60 kg,Arabica,Other,Washed / Wet,7.33,7.17,7.17,7.25,7.42,7.33,10,10,10,0.12,0,0,Green,80.92
jacques pereira carneiro,sertao farm,cafeco 3,Brazil Specialty Coffee Association,Brazil,1200,1200,1200,300,60 kg,Arabica,Yellow Bourbon,Natural / Dry,7.25,7.33,7.25,7.25,7.25,7.33,10,10,10,0.12,0,8,Green,80.92
cqi taiwan icp cqi台灣合作夥伴,張文進莊園,張文進莊園,Blossom Valley International,Taiwan,550,550,550,10,60 kg,Arabica,Typica,Washed / Wet,7.92,7.67,7.33,7.08,7.08,7.08,10,10,10,0.09,0,0,Green,80.92
ipanema coffees,rio verde,ipanema coffees,Specialty Coffee Association,Brazil,1100,1100,1100,320,2 kg,Arabica,Bourbon,Natural / Dry,7.17,7.42,7.17,7.25,7.25,7.33,10,10,10,0.1,0,0,None,80.92
chris finch,NA,NA,Specialty Coffee Association,Nicaragua,700,1400,1050,275,1 lbs,Arabica,Caturra,Washed / Wet,7.33,7.08,7.25,7,7.5,7.42,10,10,10,0.1,1,3,Green,80.92
juan luis alvarado romero,el morito,el morito,Asociacion Nacional Del Café,Guatemala,1524,1524,1524,250,69 kg,Arabica,Pacas,Washed / Wet,7.58,7.42,6.92,7.5,7.25,7.17,10,10,10,0.12,2,5,Green,80.92
cqi taiwan icp cqi台灣合作夥伴,bi yun si shi yi 碧云四十一咖啡坊,bi yun si shi yi 碧云四十一咖啡坊,Blossom Valley International,Taiwan,900,900,900,35,30 kg,Arabica,Typica,Washed / Wet,7.42,7.25,7.25,7.25,7.25,7.25,10,10,10,0.11,0,0,NA,80.92
cqi taiwan icp cqi台灣合作夥伴,bai he lin coffee 白鶴林咖啡莊園,bai he lin coffee 白鶴林咖啡莊園,Blossom Valley International,Taiwan,688,688,688,5,30 kg,Arabica,Typica,Other,7.25,7.17,7.08,7.08,7.08,8.08,10,10,10,0.11,0,0,Green,80.92
cqi taiwan icp cqi台灣合作夥伴,heng lu coffee 橫鹿咖啡,heng lu coffee 橫鹿咖啡,Blossom Valley International,Taiwan,300,300,300,10,20 kg,Arabica,Typica,Washed / Wet,7.42,7.25,7.25,7.25,7.25,7.25,10,10,10,0.11,0,0,Green,80.92
eduardo luis augusto velazquez solis,"olotlan, el plan, criollo garnica","ixhuatlan del café, ver.",AMECAFE,Mexico,1186,1186,1186,60,1 kg,Arabica,Typica,Washed / Wet,7.58,7.33,7.08,7.5,7.17,7.25,10,10,10,0.13,0,12,Green,80.92
doi tung development project,doi tung development project,NA,Specialty Coffee Association,Thailand,NA,NA,NA,3,1 lbs,Arabica,Peaberry,NA,7.67,7.58,7.33,7.33,7.17,7,10,10,10,0,0,0,NA,80.92
cqi taiwan icp cqi台灣合作夥伴,savan coffee bean,none,Blossom Valley International,Laos,1300,1300,1300,20,50 kg,Arabica,Catimor,Washed / Wet,7.42,7.33,7.17,7.17,7.17,7.25,10,10,10,0,0,0,Green,80.83
the coffee source inc.,several,several,Specialty Coffee Association of Costa Rica,Guatemala,1200,1200,1200,250,1 kg,Arabica,Caturra,Washed / Wet,7.67,7.25,7.08,7.33,7.17,7.25,10,10,10,0.11,0,1,Green,80.83
luis roberto fermoso beltran,la victoria pante nubes,predio santo domingo,AMECAFE,Mexico,1210,1210,1210,15,1 kg,Arabica,Catuai,Semi-washed / Semi-pulped,7.17,7.08,7.25,7.42,7.25,7.33,10,10,10,0.13,0,7,Green,80.83
jose manuel vergara cortes,finca santa clara,"finca santa clara, localidad de zona del bulé, san pedro pochutla oaxaca",AMECAFE,Mexico,1100,1100,1100,30,1 kg,Arabica,Typica,Washed / Wet,7.33,7.25,7.33,7.33,7.25,7.17,10,10,10,0.11,0,3,Green,80.83
christina dusing,selva negra,ecc beneficio veracruz,AMECAFE,Mexico,100,100,100,100,1 kg,Arabica,Bourbon,Washed / Wet,7.5,7.17,7.33,7.25,7.17,7.17,10,10,10,0.13,0,1,Green,80.83
kona pacific farmers cooperative,NA,NA,Specialty Coffee Association,United States (Hawaii),NA,NA,NA,7,100 lbs,Arabica,Hawaiian Kona,Washed / Wet,7.42,7.33,7,7.25,7.33,7.5,10,10,10,0.1,2,0,Blue-Green,80.83
exportadora de cafe condor s.a,NA,trilladora bonanza - armenia quindio,Almacafé,Colombia,1800,1800,1800,250,70 kg,Arabica,NA,NA,7.33,7.33,7,6.83,7.33,7.67,10,10,10,0.01,0,1,NA,80.83
bourbon specialty coffees,castelhana farm,NA,Brazil Specialty Coffee Association,Brazil,NA,NA,NA,320,60 kg,Arabica,NA,Natural / Dry,7.17,7.25,7.08,7.17,7.25,7.58,10,10,10,0,0,1,Green,80.75
u soe,myaing,NA,Coffee Quality Institute,Myanmar,3825,3825,3825,1,2 kg,Arabica,Catuai,Washed / Wet,6.92,7.5,7,7.58,7.5,7.08,10,10,10,0,0,2,Green,80.75
juan luis alvarado romero,finca los cerros y anexos,beneficio exportacafe agua santa,Asociacion Nacional Del Café,Guatemala,1658.112,1755.648,1706.88,275,69 kg,Arabica,Caturra,Washed / Wet,7.5,7.33,7,7.42,7.17,7.17,10,10,10,0.12,0,1,Green,80.75
"comercial internacional exportadora, s.a.",cafetales santa matilde,beneficio san carlos,Asociación de Cafés Especiales de Nicaragua,Nicaragua,110000,110000,110000,275,69 kg,Arabica,Other,Washed / Wet,7.25,7.25,7.17,7.25,7.33,7.25,10,10,10,0.12,0,5,Green,80.75
bismarck castro,juan damaso,cigrah sps,Instituto Hondureño del Café,Honduras,1450,1450,1450,275,1 kg,Arabica,Caturra,Natural / Dry,7.5,7.33,7,7.42,7.25,7.17,10,10,10,0.11,0,2,Green,80.75
essencecoffee,elida estate,elida estate,Blossom Valley International,Panama,1680,1680,1680,100,60 kg,Arabica,Caturra,Other,7.25,7.33,7.17,7.33,7.33,7.17,10,10,10,0.11,1,4,Green,80.75
cadexsa,bethel,cadexsa,Instituto Hondureño del Café,Honduras,1350,1350,1350,275,1 kg,Arabica,Catuai,Washed / Wet,7.42,7.17,7.08,7.42,7.25,7.25,10,10,10,0.09,0,2,Green,80.75
NA,los hicaques,cigrah,Instituto Hondureño del Café,Honduras,1450,1450,1450,275,1 kg,Arabica,Catuai,Natural / Dry,7.25,7.33,7.08,7.5,7.25,7.33,10,10,10,0.13,0,1,Green,80.75
the coffee source inc.,several,cafe altura de san ramon,Specialty Coffee Association,Costa Rica,1300,1300,1300,250,3 lbs,Arabica,Caturra,Washed / Wet,7.33,7.33,7.25,7.25,7.17,7.17,10,10,10,0.11,0,0,Green,80.75
diego manuel woolrich ramirez,san josé y el portillo,san josé y el portillo,AMECAFE,Mexico,1200,1200,1200,30,1 kg,Arabica,Typica,Washed / Wet,7.58,7.33,7.42,7.25,7.5,7.5,9.33,9.33,10,0.11,0,2,Green,80.75
myriam kaplan-pasternak,2000 farms,utcam usine traitement cafe marmelade,Specialty Coffee Association,Haiti,1000,1000,1000,1,2 kg,Arabica,Typica,Washed / Wet,7.42,7,7.42,7.25,7.08,7.33,10,10,10,0.12,0,0,Green,80.75
kona pacific farmers cooperative,NA,NA,Specialty Coffee Association,United States (Hawaii),NA,NA,NA,3,2 lbs,Arabica,Arusha,Natural / Dry,7.08,7.33,7.17,7.25,7.33,7.67,10,10,10,0.13,0,6,Bluish-Green,80.75
cqi taiwan icp cqi台灣合作夥伴,胖胖糖,hand peeled,Blossom Valley International,Taiwan,NA,NA,NA,160,1 kg,Arabica,Typica,Other,7.33,7.08,7.08,7.08,7.42,7.33,10,10,10,0,0,1,Green,80.67
aulia arif syahri,darmawi,surbakti / pt.olam indonesia,Specialty Coffee Association,Indonesia,1200,1500,1350,200,30 kg,Arabica,Mandheling,Semi-washed / Semi-pulped,7.58,7.42,7,7.67,7.5,7.5,9.33,9.33,10,0.13,0,1,Blue-Green,80.67
juan luis alvarado romero,finca medina,beneficio siembras vision (154),Asociacion Nacional Del Café,Guatemala,1500,1500,1500,150,60 kg,Arabica,Bourbon,Washed / Wet,7.67,7.42,6.83,7.17,7.42,7.17,10,10,10,0.11,0,0,Green,80.67
"ceca, s.a.",gamboa,beneficio montañas del diamante,Specialty Coffee Association of Costa Rica,Costa Rica,185,185,185,240,1 kg,Arabica,Caturra,Washed / Wet,7.83,7.5,7.67,7.67,7.83,7.5,6.67,10,10,0.11,0,4,Blue-Green,80.67
afca,makoka valley estate,r.w.j. wallace ltd,Africa Fine Coffee Association,Malawi,990,1000,995,100,60 kg,Arabica,Caturra,Washed / Wet,7.5,7.25,7.17,7.17,7.25,7.17,10,10,10,0.12,0,1,Bluish-Green,80.67
cafe de don balbino s.c. de r.l. de c.v.,"el desmoronado, talpan de allende jalisco",corta pico balbino ramirez,AMECAFE,Mexico,1200,1200,1200,20,1 kg,Arabica,Typica,Washed / Wet,7.25,7.17,7.17,7.25,7.17,7.42,10,10,10,0.12,0,4,Green,80.67
compañia colombiana agroindustrial s.a,NA,trilladora agricola,Almacafé,Colombia,1550,1550,1550,250,70 kg,Arabica,Caturra,Natural / Dry,7.67,7.5,7.42,7.67,7.5,7.75,10,10,6.67,0,0,1,NA,80.67
juan luis alvarado romero,santo tomas pachuj,humedo: finca santo tomas pachuj y seco: beneficio palinsa,Asociacion Nacional Del Café,Guatemala,1550,1550,1550,250,69 kg,Arabica,Bourbon,Washed / Wet,7.67,7.17,7,7.5,7,7,10,10,10,0.12,0,5,Green,80.67
juan luis alvarado romero,chiquimulja / alpha cafe / senfro,NA,Asociacion Nacional Del Café,Guatemala,NA,NA,NA,250,1 kg,Arabica,Bourbon,Washed / Wet,7,7.33,7.5,7.33,7,7.33,10,10,10,0.11,0,2,Green,80.67
juan luis alvarado romero,chiquimulja / alpha cafe / senfro,beneficio ixchel,Asociacion Nacional Del Café,Guatemala,NA,NA,NA,250,1 kg,Arabica,Bourbon,Washed / Wet,7,7.5,7.33,7.17,7.17,7.17,10,10,10,0.11,0,3,Green,80.67
racafe & cia s.c.a,NA,NA,Almacafé,Colombia,NA,NA,NA,149,70 kg,Arabica,NA,NA,7.17,7.25,7.08,7.42,7.08,7.42,10,10,10,0.18,0,2,NA,80.67
bourbon specialty coffees,leticia farm,internacional armazens gerais,Brazil Specialty Coffee Association,Brazil,NA,NA,NA,94,60 kg,Arabica,NA,NA,7.33,7.25,7.33,7.08,7.58,7.25,9.33,10,10,0.11,0,7,Green,80.58
"exportadora atlantic, s.a.",los saltarines,exportadora atlantic sa - pp condega,Instituto Hondureño del Café,Nicaragua,NA,NA,NA,275,69 kg,Arabica,NA,NA,7.08,7.5,7,7.25,7.42,7,10,10,10,0.11,0,0,Green,80.58
burka coffee estate,burka coffee estates,burka coffee estates,Africa Fine Coffee Association,"Tanzania, United Republic Of",1400,1400,1400,10,60 kg,Arabica,Other,Washed / Wet,7.25,7.08,7.08,7.33,7.33,7.25,10,10,10,0.12,0,1,Bluish-Green,80.58
ipanema coffees,rio verde,ipanema coffees,Specialty Coffee Association,Brazil,1200,1200,1200,300,2 kg,Arabica,Bourbon,Semi-washed / Semi-pulped,7.42,7.25,7.33,7,7.08,7.25,10,10,10,0,0,3,Green,80.58
beneficio santa rosa,bsr,beneficio santa rosa s.a.,Instituto Hondureño del Café,Honduras,1400,1400,1400,275,69 kg,Arabica,Caturra,Washed / Wet,7.5,7.17,7,7.42,7.33,7,10,10,10,0.11,0,5,Green,80.58
juan luis alvarado romero,finca el naranjal,beneficio exportacafe agua santa,Asociacion Nacional Del Café,Guatemala,1383.792,1383.792,1383.792,275,69 kg,Arabica,Bourbon,Natural / Dry,7.17,7.42,6.83,7.5,7.17,7.25,10,10,10,0.11,0,5,Green,80.58
kona pacific farmers cooperative,NA,NA,Specialty Coffee Association,United States (Hawaii),NA,NA,NA,10,100 lbs,Arabica,NA,NA,7.42,7.58,7.5,7.92,7.83,7.83,8.67,8.67,9.33,0,0,0,NA,80.58
racafe & cia s.c.a,NA,NA,Almacafé,Colombia,NA,NA,NA,149,70 kg,Arabica,NA,NA,7.08,7.25,7,7.5,7.08,7.33,10,10,10,0,0,2,NA,80.58
cqi taiwan icp cqi台灣合作夥伴,王秋金,non,Blossom Valley International,Taiwan,50,50,50,20,5 kg,Arabica,Other,Natural / Dry,7.17,7.17,7.17,7.42,7.17,7.25,10,10,10,0,0,0,Blue-Green,80.5
juan luis alvarado romero,el guayabo,el guayabo,Asociacion Nacional Del Café,Guatemala,1500,1500,1500,275,69 kg,Arabica,Caturra,Washed / Wet,7.33,7.25,7.08,7.17,7.25,7.17,10,10,10,0.1,0,4,Green,80.5
janny marlith torres,la bendicion,en cortado beneficiado y secado por el productor,Instituto Hondureño del Café,Honduras,1650,1650,1650,15,69 kg,Arabica,Catuai,Washed / Wet,7.58,7.33,7,7.17,7.33,7.08,10,10,10,0.11,0,5,Green,80.5
case noyale ltd,case noyale ltd,hulling facility,Kenya Coffee Traders Association,Mauritius,280,280,280,1,2 kg,Arabica,NA,NA,7.25,7.25,7.17,7.17,7.25,7.17,10,10,10,0.12,0,0,Green,80.5
bourbon specialty coffees,cachoeira da grama farm,internacional armazens gerais,Brazil Specialty Coffee Association,Brazil,1250,1250,1250,300,60 kg,Arabica,Yellow Bourbon,Semi-washed / Semi-pulped,7.25,7.33,7.17,7.5,7.33,7.25,9.33,10,10,0.11,0,3,Green,80.5
shwe yin mar coffee,mixed,shwe yin mar,Coffee Quality Institute,Myanmar,3800,3800,3800,1,2 kg,Arabica,Other,Washed / Wet,7.17,7.33,7.17,7.42,7.25,7.08,10,10,10,0,0,2,Green,80.5
juan luis alvarado romero,various,las americas,Asociacion Nacional Del Café,Guatemala,1219.2,1219.2,1219.2,275,69 kg,Arabica,Other,Washed / Wet,7.5,7.17,6.83,7.5,7.17,7.17,10,10,10,0.11,0,3,Green,80.5
jacques pereira carneiro,pereira estate coffee,carapina armazens gerais,Specialty Coffee Association,Brazil,1250,1250,1250,300,60 kg,Arabica,Yellow Bourbon,Semi-washed / Semi-pulped,7.42,7.42,7.08,7.33,7.67,7.5,9.33,9.33,10,0.1,0,10,None,80.5
eileen koyanagi,NA,NA,Specialty Coffee Association,United States (Hawaii),NA,NA,NA,10,100 lbs,Arabica,Hawaiian Kona,Natural / Dry,7.42,7.33,7.33,7.58,7.58,7.42,8.67,10,10,0.11,1,0,Green,80.5
juan luis alvarado romero,barranca de las flores,beneficio exportacafe agua santa,Asociacion Nacional Del Café,Guatemala,1859.28,1859.28,1859.28,250,1 kg,Arabica,Bourbon,Washed / Wet,7.5,7.5,7,7.67,7.17,7,10,10,10,0.12,1,1,Green,80.5
israel eduardo paz garcia,peña negra,"zaragoza itundujia, oaxaca",AMECAFE,Mexico,1450,1450,1450,18,1 kg,Arabica,Typica,Washed / Wet,7.25,7.25,7.08,7.33,7.25,7.17,10,10,10,0.15,0,1,None,80.5
cadexsa,bethel,only dry mill,Instituto Hondureño del Café,Honduras,1450,1450,1450,275,69 kg,Arabica,NA,NA,7.25,7.42,7,7.42,7.33,7,10,10,10,0.1,0,0,Green,80.42
cqi taiwan icp cqi台灣合作夥伴,春風咖啡,春風咖啡,Blossom Valley International,Taiwan,600,600,600,10,60 kg,Arabica,Typica,Washed / Wet,7.58,7.17,7.17,7.17,7.17,7.17,10,10,10,0.14,0,0,Green,80.42
lusso lab,finca la fany,NA,Specialty Coffee Association,El Salvador,1450,1450,1450,2,2 kg,Arabica,Bourbon,Washed / Wet,7.33,7.17,7.08,7.08,7.33,7.17,10,10,10,0,0,1,Green,80.42
adam ciruli ye,alicia's farm,alicia's farm,Specialty Coffee Association,China,1700,1700,1700,1,2 kg,Arabica,Other,Washed / Wet,7.25,7.08,7.25,7.17,7.33,7.17,10,10,10,0.17,0,14,Green,80.42
cqi taiwan icp cqi台灣合作夥伴,guoxing farm coffee 國姓農場咖啡,guoxing farm coffee 國姓農場咖啡,"Blossom Valley International
",Taiwan,600,600,600,10,30 kg,Arabica,Typica,Washed / Wet,7.25,7.25,7.17,7.25,7.25,7.25,10,10,10,0.11,0,0,Green,80.42
alfredo bojalil,copalita,amsa oaxaca,AMECAFE,Mexico,1050,1050,1050,250,1 kg,Arabica,Typica,Washed / Wet,6.92,7.17,7.08,7.5,7.33,7.17,10,10,10,0.1,2,4,Green,80.42
armando luis pohlenz martinez,NA,finca custepec,AMECAFE,Mexico,1550,1550,1550,250,1 kg,Arabica,Caturra,Washed / Wet,7.42,7.08,7.08,7.33,7.25,7.17,10,10,10,0.12,4,16,Green,80.42
simon mahinda,NA,sogestal mumirwa,Kenya Coffee Traders Association,Burundi,1700,1700,1700,300,60 kg,Arabica,NA,NA,7.08,7.25,7.17,7.33,7.08,7.08,10,10,10,0.12,0,0,Green,80.33
delfina leon shine,delfina farm,NA,Africa Fine Coffee Association,"Tanzania, United Republic Of",1700,1700,1700,10,60 kg,Arabica,Bourbon,Washed / Wet,7.25,7.17,7,7.25,7.42,7.08,10,10,10,0.13,0,5,Green,80.33
kongoni estate,kongoni estate,kongoni estate,Africa Fine Coffee Association,"Tanzania, United Republic Of",NA,NA,NA,1,60 kg,Arabica,Other,Washed / Wet,7.25,7.17,7.25,7.25,7.25,7.08,10,10,10,0.12,0,5,Bluish-Green,80.33
cqi taiwan icp cqi台灣合作夥伴,tokoffee莊園,tokoffee莊園,Blossom Valley International,Taiwan,600,600,600,10,30 kg,Arabica,Yellow Bourbon,Other,7.25,7.25,7.08,7.25,7.25,7.25,10,10,10,0.11,0,0,Green,80.33
juan luis alvarado romero,la castellana,beneficio ixchel,Asociacion Nacional Del Café,Guatemala,1310.64,1310.64,1310.64,250,69 kg,Arabica,Bourbon,Washed / Wet,7.33,7.33,6.83,7.5,7,7.17,10,10,10,0.11,1,4,Green,80.33
miguel cortes moreno,NA,"comunidad de sacún palma, municipio de chilón, chiapas",AMECAFE,Mexico,940,940,940,10,1 kg,Arabica,Typica,Semi-washed / Semi-pulped,7.25,7.08,7.08,7.33,7.33,7.17,10,10,10,0.11,0,21,Green,80.33
kona pacific farmers cooperative,NA,NA,Specialty Coffee Association,United States (Hawaii),NA,NA,NA,10,100 lbs,Arabica,Hawaiian Kona,Washed / Wet,7.17,7.5,6.92,7.33,7.67,7.33,9.33,10,10,0.12,5,7,Green,80.33
ethiopia commodity exchange,NA,NA,Ethiopia Commodity Exchange,Ethiopia,NA,NA,NA,360,6,Arabica,NA,NA,7.25,7.25,7.25,7.33,7.5,8,9.33,9.33,10,0.1,0,1,NA,80.33
volcafe ltda. - brasil,são rafael_ ra/ras certified,copag - varginha - mg,Brazil Specialty Coffee Association,Brazil,995,995,995,440,59 kg,Arabica,Catuai,Natural / Dry,7.17,7.33,7.42,7.08,7,7,10,10,10,0.11,0,1,Green,80.25
bismarck castro,las moras,cigrah s.a de c.v.,Instituto Hondureño del Café,Honduras,1400,1400,1400,275,69 kg,Arabica,Caturra,Natural / Dry,7.25,7.25,7,7,7.42,7,10,10,10,0.1,0,4,Green,80.25
cafe de don balbino s.c. de r.l. de c.v.,cortapico,café don balbino,Centro Agroecológico del Café A.C.,Mexico,1600,1600,1600,60,69 kg,Arabica,Caturra,Washed / Wet,7.25,7.17,7,7.33,7.33,7,10,10,10,0.1,0,2,Green,80.25
bob mccauley,waylead farms,green beans,Specialty Coffee Association,Myanmar,914.4,914.4,914.4,2,2 kg,Arabica,Other,Natural / Dry,8,7.08,7,7.33,7.08,6.92,10,10,10,0.11,1,26,Green,80.25
u htun htun,thein kone,NA,Coffee Quality Institute,Myanmar,4287,4287,4287,1,2 kg,Arabica,Catuai,Natural / Dry,7.42,7,7.08,7,7.17,7.33,10,10,10,0,0,1,Green,80.25
gloria antonieta escobar urrutia,finca el consuelo,"beneficio matagalpa coffee group, s.a.",Asociación de Cafés Especiales de Nicaragua,Nicaragua,900,900,900,275,69 kg,Arabica,Caturra,Washed / Wet,7.08,6.92,7,7.25,7.5,7.25,10,10,10,0.11,0,2,Green,80.25
eileen koyanagi,NA,NA,Specialty Coffee Association,United States (Hawaii),NA,NA,NA,2,100 lbs,Arabica,Hawaiian Kona,Natural / Dry,7.5,7.08,7.67,7.67,7.42,7.58,9.33,9.33,9.33,0.12,4,13,Green,80.25
honor dela fuente,NA,NA,Specialty Coffee Association,Colombia,NA,NA,NA,1,2 kg,Arabica,Typica,Washed / Wet,7.42,8,7.83,7.75,8.08,7.58,8.67,8.67,8.67,0.1,0,0,Green,80.25
cqi taiwan icp cqi台灣合作夥伴,weng hui ling 翁惠鈴,weng hui ling 翁惠鈴,Blossom Valley International,Taiwan,700,700,700,5,30 kg,Arabica,Typica,Semi-washed / Semi-pulped,7.25,7.08,7.25,7.25,7.17,7.25,10,10,10,0.11,0,0,Green,80.25
the coffee source inc.,several,ixchel,Specialty Coffee Association,Guatemala,1400,1400,1400,250,1 kg,Arabica,Caturra,Washed / Wet,7,7.17,7.33,7.33,7,7.17,10,10,10,0.11,1,12,Green,80.25
